"","mean","sd","skew","kurtosis"
"Reg1_B1",0.966378711484594,0.339341724777163,-0.167484574990159,0.149518234626213
"Reg1_P1",0.000835574229691877,0.0150306352149295,18.6712169032123,348.348174407171
"Reg1_ARS",0.287692717086835,0.140275142362386,0.011934695004645,-0.749082129327487
