"","mean","sd","skew","kurtosis"
"Reg5_B1",0.27193081232493,0.402445489019573,0.314259656583446,-0.295593358197716
"Reg5_B2",0.746633613445378,0.430680506848548,0.247694250347261,0.105236272944613
"Reg5_P1",0.140666106442577,0.268884440739131,1.8755192988853,2.15484949008263
"Reg5_P2",0.0462588235294118,0.174027933189108,4.20082096924941,17.2153810694074
"Reg5_ARS",0.425146218487395,0.181193100696118,0.414339409626264,-0.537119233411438
