"","mean","sd","skew","kurtosis"
"Reg4_B1",0.96069943977591,0.338429383618377,-0.172282550046853,0.137718033437479
"Reg4_P1",0.000935574229691877,0.0168215199756182,18.6707054537794,348.334853206722
"Reg4_ARS",0.28425462184874,0.138931551986172,0.00948353937789486,-0.768865433758315
