"","mean","sd","skew","kurtosis"
"Reg3_B2",0.96963081232493,0.24469831035967,0.889438226036923,2.85393374738397
"Reg3_P2",0,0,NA,NA
"Reg3_ARS",0.435160224089636,0.191197110151505,0.334078793069169,-0.75593308836413
