"","mean","sd","skew","kurtosis"
"Reg1_B1",1.0454380952381,0.298004422436761,0.194735492846919,0.148373101297059
"Reg1_P1",0,0,NA,NA
"Reg1_ARS",0.420575910364146,0.130873608004028,-0.237046696151317,-0.0504253426451613
