"","mean","sd","skew","kurtosis"
"Reg4_B1",1.04226106442577,0.298327500214541,0.196195238583829,0.145753494466483
"Reg4_P1",0,0,NA,NA
"Reg4_ARS",0.41774649859944,0.129914409249641,-0.247104811866832,-0.0557051625384064
