"","mean","sd","skew","kurtosis"
"Reg5_B1",0.329036694677871,0.57452304470972,0.598835639492259,0.00943079374748867
"Reg5_B2",0.710378151260504,0.552909777393222,-0.170500991671696,-0.626963788693522
"Reg5_P1",0.101142857142857,0.229114057719344,2.45918017292873,5.03610850016023
"Reg5_P2",0.0631957983193277,0.18069188906653,3.23874390914076,10.1816831433226
"Reg5_ARS",0.539372268907563,0.172060037009086,-0.110170889228612,-0.676485017581845
