"","mean","sd","skew","kurtosis"
"Reg2_B1",0.24881512605042,0.580429215647612,0.619729142080402,0.0448895026079059
"Reg2_B2",0.796863305322129,0.556746528647422,-0.183125459495543,-0.578991767655652
"Reg2_P1",0.0804666666666667,0.188931391248916,2.6433848129117,6.11151315986522
"Reg2_P2",0.0563302521008403,0.176763710696846,3.64638304376768,12.960210995689
"Reg2_ARS",0.559609523809524,0.17608349595999,-0.140603745322984,-0.740516318832997
