"","mean","sd","skew","kurtosis"
"Reg2_B1",0.171419327731092,0.419678826492698,0.0725699774859164,0.509130847757941
"Reg2_B2",0.851964705882353,0.452221736016865,0.465389863226411,1.37921198915693
"Reg2_P1",0.134835014005602,0.249459903176939,1.95861839564489,2.68043596536296
"Reg2_P2",0.0200728291316527,0.0934291888689176,5.63008524441319,33.778651838741
"Reg2_ARS",0.45147731092437,0.186244491255676,0.311954491482413,-0.720688897590114
